,itemid,movie_title,Rating
674,675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",7.9
675,676,"Crucible, The (1996)",6.8
676,677,Fire on the Mountain (1996),7.2
677,678,Volcano (1997),5.5
678,679,Conan the Barbarian (1981),6.9
679,680,Kull the Conqueror (1997),4.9
680,681,Wishmaster (1997),5.8
681,682,I Know What You Did Last Summer (1997),5.7
682,683,Rocket Man (1997),5.9
683,684,In the Line of Fire (1993),7.2
684,685,Executive Decision (1996),6.4
685,686,"Perfect World, A (1993)",7.5
686,687,McHale's Navy (1997),4.6
687,688,Leave It to Beaver (1997),5.2
688,689,"Jackal, The (1997)",6.4
689,690,Seven Years in Tibet (1997),7.1
690,691,Dark City (1998),7.6
691,692,"American President, The (1995)",6.8
692,693,Casino (1995),8.2
693,694,Persuasion (1995),7.7
694,695,Kicking and Screaming (1995),6.8
695,696,City Hall (1996),6.2
696,697,"Basketball Diaries, The (1995)",7.3
697,698,"Browning Version, The (1994)",7.2
698,699,Little Women (1994),7.3
699,700,Miami Rhapsody (1995),5.4
700,701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",8.5
701,702,Barcelona (1994),7
702,703,Widows' Peak (1994),6.7
703,704,"House of the Spirits, The (1993)",6.9
704,705,Singin' in the Rain (1952),8.3
705,706,Bad Moon (1996),5.8
706,707,Enchanted April (1991),7.4
707,708,"Sex, Lies, and Videotape (1989)",7.2
708,709,Strictly Ballroom (1992),7.2
709,710,Better Off Dead... (1985),7.1
710,711,"Substance of Fire, The (1996)",5.9
711,712,Tin Men (1987),6.6
712,713,Othello (1995),6.9
713,714,Carrington (1995),6.8
714,715,To Die For (1995),6.8
715,716,Home for the Holidays (1995),6.6
716,717,"Juror, The (1996)",5.7
717,718,In the Bleak Midwinter (1995),7.2
718,719,Canadian Bacon (1994),5.9
719,720,First Knight (1995),6
720,721,Mallrats (1995),7.1
721,722,Nine Months (1995),5.5
722,723,Boys on the Side (1995),6.5
723,724,Circle of Friends (1995),6.6
724,725,Exit to Eden (1994),4.3
725,726,Fluke (1995),6.7
726,727,Immortal Beloved (1994),7.4
727,728,Junior (1994),4.7
728,729,Nell (1994),6.5
729,730,"Queen Margot (Reine Margot, La) (1994)",7.4
730,731,"Corrina, Corrina (1994)",6.6
731,732,Dave (1993),6.8
732,733,Go Fish (1994),5.6
733,734,Made in America (1993),5.1
734,735,Philadelphia (1993),7.7
735,736,Shadowlands (1993),7.3
736,737,Sirens (1994),5.9
737,738,Threesome (1994),6.3
738,739,Pretty Woman (1990),7.1
739,740,Jane Eyre (1996),6.8
740,741,"Last Supper, The (1995)",6.7
741,742,Ransom (1996),6.7
742,743,"Crow: City of Angels, The (1996)",4.7
743,744,Michael Collins (1996),7.2
744,745,"Ruling Class, The (1972)",7.3
745,746,Real Genius (1985),7
746,747,Benny & Joon (1993),7.2
747,748,"Saint, The (1997)",6.2
748,749,"MatchMaker, The (1997)",6.5
749,750,Amistad (1997),7.3
750,751,Tomorrow Never Dies (1997),6.5
751,752,"Replacement Killers, The (1998)",6.2
752,753,Burnt By the Sun (1994),7.9
753,754,Red Corner (1997),6.3
754,755,Jumanji (1995),7
755,756,Father of the Bride Part II (1995),6.1
756,757,Across the Sea of Time (1995),6
757,758,Lawnmower Man 2: Beyond Cyberspace (1996),2.5
758,759,Fair Game (1995),4.3
759,760,Screamers (1995),6.4
760,761,Nick of Time (1995),6.3
761,762,Beautiful Girls (1996),7.1
762,763,Happy Gilmore (1996),7
763,764,If Lucy Fell (1996),4.9
764,765,Boomerang (1992),5.6
765,766,Man of the Year (1995),5.9
766,767,"Addiction, The (1995)",6.4
767,768,Casper (1995),6.1
768,769,Congo (1995),5.2
769,770,Devil in a Blue Dress (1995),6.7
770,771,Johnny Mnemonic (1995),5.7
771,772,Kids (1995),7.1
772,773,Mute Witness (1994),6.7
773,774,"Prophecy, The (1995)",6.4
774,775,Something to Talk About (1995),5.8
775,776,Three Wishes (1995),6.1
776,777,Castle Freak (1995),6
777,778,Don Juan DeMarco (1995),6.7
778,779,Drop Zone (1994),5.6
779,780,Dumb & Dumber (1994),7.3
780,781,French Kiss (1995),6.6
781,782,Little Odessa (1994),6.7
782,783,Milk Money (1994),5.6
783,784,Beyond Bedlam (1993),3.3
784,785,Only You (1994),6.5
785,786,"Perez Family, The (1995)",6
786,787,Roommates (1995),6.4
787,788,Relative Fear (1994),5.7
788,789,Swimming with Sharks (1995),7
789,790,Tommy Boy (1995),7.1
790,791,"Baby-Sitters Club, The (1995)",5.8
791,792,Bullets Over Broadway (1994),7.4
792,793,Crooklyn (1994),7
793,794,It Could Happen to You (1994),6.4
794,795,Richie Rich (1994),5.4
795,796,Speechless (1994),5.8
796,797,Timecop (1994),5.9
797,798,Bad Company (1995),5.4
798,799,Boys Life (1995),6.6
799,800,In the Mouth of Madness (1995),7.1
800,801,"Air Up There, The (1994)",5.5
801,802,Hard Target (1993),6.2
802,803,Heaven & Earth (1993),6.8
803,804,Jimmy Hollywood (1994),5.3
804,805,Manhattan Murder Mystery (1993),7.3
805,806,Menace II Society (1993),7.5
806,807,Poetic Justice (1993),6.1
807,808,"Program, The (1993)",6.5
808,809,Rising Sun (1993),6.3
809,810,"Shadow, The (1994)",6
810,811,Thirty-Two Short Films About Glenn Gould (1993),7.4
811,812,Andre (1994),5.7
812,813,"Celluloid Closet, The (1995)",7.8
813,814,"Great Day in Harlem, A (1994)",7.4
814,815,One Fine Day (1996),6.5
815,816,Candyman: Farewell to the Flesh (1995),5.3
816,817,Frisk (1995),4.9
817,818,Girl 6 (1996),5.2
818,819,Eddie (1996),5.2
819,820,Space Jam (1996),6.5
820,821,Mrs. Winterbourne (1996),6.2
821,822,Faces (1968),7.6
822,823,Mulholland Falls (1996),6.3
823,824,"Great White Hype, The (1996)",5.5
824,825,"Arrival, The (1996)",6.2
825,826,"Phantom, The (1996)",5
826,827,Daylight (1996),5.9
827,828,Alaska (1996),5.8
828,829,Fled (1996),5.4
829,830,Power 98 (1995),4.4
830,831,Escape from L.A. (1996),5.7
831,832,Bogus (1996),5.4
832,833,Bulletproof (1996),5.8
833,834,Halloween: The Curse of Michael Myers (1995),4.8
834,835,"Gay Divorcee, The (1934)",7.5
835,836,Ninotchka (1939),7.9
836,837,Meet John Doe (1941),7.6
837,838,In the Line of Duty 2 (1987),7.1
838,839,Loch Ness (1995),5.5
839,840,Last Man Standing (1996),6.4
840,841,"Glimmer Man, The (1996)",5.4
841,842,Pollyanna (1960),7.4
842,843,"Shaggy Dog, The (1959)",6.4
843,844,Freeway (1996),6.8
844,845,That Thing You Do! (1996),6.9
845,846,To Gillian on Her 37th Birthday (1996),5.8
846,847,Looking for Richard (1996),7.3
847,848,"Murder, My Sweet (1944)",7.6
848,849,Days of Thunder (1990),6.1
849,850,"Perfect Candidate, A (1996)",6.5
850,851,Two or Three Things I Know About Her (1966),6.6
851,852,"Bloody Child, The (1996)",4.5
852,853,Braindead (1992),7.5
853,854,Bad Taste (1987),6.5
854,855,Diva (1981),7.2
855,856,Night on Earth (1991),7.7
856,857,Paris Was a Woman (1995),7.3
857,858,Amityville: Dollhouse (1996),4.2
858,859,April Fool's Day (1986),6.2
859,860,"Believers, The (1987)",6
860,861,Nosferatu a Venezia (1986),5.2
861,862,Jingle All the Way (1996),5.6
862,863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",7.4
863,864,My Fellow Americans (1996),6.5
864,865,"Ice Storm, The (1997)",7.4
865,866,Michael (1996),5.7
866,867,"Whole Wide World, The (1996)",7.1
867,868,Hearts and Minds (1996),5.6
868,869,Fools Rush In (1997),6.1
869,870,Touch (1997),5.6
870,871,Vegas Vacation (1997),6
871,872,Love Jones (1997),7.4
872,873,Picture Perfect (1997),5.5
873,874,Career Girls (1997),7.1
874,875,She's So Lovely (1997),5.9
875,876,Money Talks (1997),6.2
876,877,Excess Baggage (1997),5.4
877,878,That Darn Cat! (1997),4.7
878,879,"Peacemaker, The (1997)",8.1
879,880,Soul Food (1997),7
880,881,Money Talks (1997),6.2
881,882,Washington Square (1997),6.7
882,883,Telling Lies in America (1997),6.3
883,884,Year of the Horse (1997),6.6
884,885,Phantoms (1998),5.4
885,886,"Life Less Ordinary, A (1997)",6.4
886,887,Eve's Bayou (1997),7.3
887,888,One Night Stand (1997),5.8
888,889,"Tango Lesson, The (1997)",6.8
889,890,Mortal Kombat: Annihilation (1997),3.7
890,891,Bent (1997),7.2
891,892,Flubber (1997),5.3
892,893,For Richer or Poorer (1997),5.8
893,894,Home Alone 3 (1997),4.5
894,895,Scream 2 (1997),6.2
895,896,"Sweet Hereafter, The (1997)",8.6
896,897,Time Tracers (1995),4.6
897,898,"Postman, The (1997)",6.1
898,899,"Winter Guest, The (1997)",7
899,900,Kundun (1997),7
900,901,Mr. Magoo (1997),4
901,902,"Big Lebowski, The (1998)",8.1
902,903,Afterglow (1997),6.1
903,904,Ma vie en rose (My Life in Pink) (1997),7.6
904,905,Great Expectations (1998),6.8
905,906,Oscar & Lucinda (1997),6.6
906,907,Vermin (1998),6
907,908,Half Baked (1998),6.7
908,909,Dangerous Beauty (1998),7.2
909,910,Nil By Mouth (1997),7.3
910,911,Twilight (1998),6.2
911,912,U.S. Marshalls (1998),6.5
912,913,Love and Death on Long Island (1997),6.9
913,914,Wild Things (1998),6.5
914,915,Primary Colors (1998),6.7
915,916,Lost in Space (1998),5.2
916,917,Mercury Rising (1998),6.1
917,918,City of Angels (1998),6.7
918,919,"City of Lost Children, The (1995)",7.5
919,920,Two Bits (1995),6.2
920,921,Farewell My Concubine (1993),8.1
921,922,Dead Man (1995),7.6
922,923,Raise the Red Lantern (1991),8.1
923,924,White Squall (1996),6.6
924,925,Unforgettable (1996),6
925,926,Down Periscope (1996),6.2
926,927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",7
927,928,"Craft, The (1996)",6.4
928,929,Harriet the Spy (1996),5.9
929,930,Chain Reaction (1996),5.7
930,931,"Island of Dr. Moreau, The (1996)",4.5
931,932,First Kid (1996),5.3
932,933,"Funeral, The (1996)",5
933,934,"Preacher's Wife, The (1996)",5.6
934,935,Paradise Road (1997),6.8
935,936,Brassed Off (1996),7.2
936,937,"Thousand Acres, A (1997)",6.1
937,938,"Smile Like Yours, A (1997)",4.9
938,939,Murder in the First (1995),7.3
939,940,Airheads (1994),6.1
940,941,With Honors (1994),6.7
941,942,What's Love Got to Do with It (1993),7.3
942,943,Killing Zoe (1994),
943,944,Renaissance Man (1994),6.2
944,945,Charade (1963),7.9
945,946,"Fox and the Hound, The (1981)",7.3
946,947,"Big Blue, The (Grand bleu, Le) (1988)",7.6
947,948,Booty Call (1997),5.4
948,949,How to Make an American Quilt (1995),6.3
949,950,Georgia (1995),6.6
950,951,"Indian in the Cupboard, The (1995)",6
951,952,Blue in the Face (1995),6.7
952,953,Unstrung Heroes (1995),6.7
953,954,Unzipped (1995),6.5
954,955,Before Sunrise (1995),8.1
955,956,Nobody's Fool (1994),7.4
956,957,Pushing Hands (1992),7.2
957,958,To Live (Huozhe) (1994),8.3
958,959,Dazed and Confused (1993),7.6
959,960,Naked (1993),7.8
960,961,Orlando (1993),7.1
961,962,Ruby in Paradise (1993),7
962,963,Some Folks Call It a Sling Blade (1993),7.6
963,964,"Month by the Lake, A (1995)",6.3
964,965,Funny Face (1957),7
965,966,"Affair to Remember, An (1957)",7.5
966,967,Little Lord Fauntleroy (1936),7.3
967,968,"Inspector General, The (1949)",6.8
968,969,Winnie the Pooh and the Blustery Day (1968),8
969,970,Hear My Song (1991),7
970,971,Mediterraneo (1991),7.5
971,972,Passion Fish (1992),7.4
972,973,Grateful Dead (1995),
973,974,Eye for an Eye (1996),6.2
974,975,Fear (1996),6.2
975,976,Solo (1996),4.1
976,977,"Substitute, The (1996)",6
977,978,Heaven's Prisoners (1996),5.8
978,979,"Trigger Effect, The (1996)",5.7
979,980,Mother Night (1996),7.1
980,981,Dangerous Ground (1997),4.5
981,982,Maximum Risk (1996),5.5
982,983,"Rich Man's Wife, The (1996)",5.2
983,984,Shadow Conspiracy (1997),4.9
984,985,Blood & Wine (1997),6
985,986,Turbulence (1997),4.9
986,987,Underworld (1997),4.7
987,988,"Beautician and the Beast, The (1997)",5.5
988,989,Cats Don't Dance (1997),6.9
989,990,Anna Karenina (1997),6.3
990,991,Keys to Tulsa (1997),5.2
991,992,Head Above Water (1996),6.1
992,993,Hercules (1997),7.3
993,994,"Last Time I Committed Suicide, The (1997)",5.6
994,995,"Kiss Me, Guido (1997)",6.1
995,996,"Big Green, The (1995)",5.6
996,997,Stuart Saves His Family (1995),5.3
997,998,Cabin Boy (1994),5.3
998,999,Clean Slate (1994),5.7
999,1000,Lightning Jack (1994),5.5
1000,1001,"Stupids, The (1996)",4.3
1001,1002,"Pest, The (1997)",7
1002,1003,That Darn Cat! (1997),4.7
1003,1004,Geronimo: An American Legend (1993),6.5
1004,1005,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",7.8
1005,1006,Until the End of the World (Bis ans Ende der Welt) (1991),6.8
1006,1007,Waiting for Guffman (1996),7.5
1007,1008,I Shot Andy Warhol (1996),6.6
1008,1009,Stealing Beauty (1996),6.6
1009,1010,Basquiat (1996),6.9
1010,1011,2 Days in the Valley (1996),6.5
1011,1012,Private Parts (1997),6.9
1012,1013,Anaconda (1997),4.8
1013,1014,Romy and Michele's High School Reunion (1997),6.2
1014,1015,Shiloh (1997),6.3
1015,1016,Con Air (1997),6.9
1016,1017,Trees Lounge (1996),7.1
1017,1018,Tie Me Up! Tie Me Down! (1990),7
1018,1019,"Die xue shuang xiong (Killer, The) (1989)",7.8
1019,1020,Gaslight (1944),7.8
1020,1021,8 1/2 (1963),8
1021,1022,"Fast, Cheap & Out of Control (1997)",7.2
1022,1023,Fathers' Day (1997),5.3
1023,1024,Mrs. Dalloway (1997),6.7
1024,1025,Fire Down Below (1997),5.1
1025,1026,"Lay of the Land, The (1997)",5.1
1026,1027,"Shooter, The (1995)",5
1027,1028,Grumpier Old Men (1995),6.7
1028,1029,Jury Duty (1995),4.3
1029,1030,"Beverly Hillbillies, The (1993)",5
1030,1031,Lassie (1994),5.9
1031,1032,Little Big League (1994),6.1
1032,1033,Homeward Bound II: Lost in San Francisco (1996),6
1033,1034,"Quest, The (1996)",5.5
1034,1035,Cool Runnings (1993),7
1035,1036,Drop Dead Fred (1991),5.9
1036,1037,Grease 2 (1982),4.4
1037,1038,Switchback (1997),6.4
1038,1039,Hamlet (1996),7.7
1039,1040,Two if by Sea (1996),5.3
1040,1041,Forget Paris (1995),6.5
1041,1042,Just Cause (1995),6.4
1042,1043,Rent-a-Kid (1995),5.5
1043,1044,"Paper, The (1994)",6.7
1044,1045,Fearless (1993),7.1
1045,1046,Malice (1993),6.4
1046,1047,Multiplicity (1996),6.1
1047,1048,She's the One (1996),6
1048,1049,House Arrest (1996),5.8
1049,1050,"Ghost and Mrs. Muir, The (1947)",7.9
1050,1051,"Associate, The (1996)",6.1
1051,1052,Dracula: Dead and Loving It (1995),5.9
1052,1053,Now and Then (1995),6.8
1053,1054,Mr. Wrong (1996),3.8
1054,1055,"Simple Twist of Fate, A (1994)",6.3
1055,1056,Cronos (1992),6.7
1056,1057,"Pallbearer, The (1996)",5
1057,1058,"War, The (1994)",6.7
1058,1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),6.6
1059,1060,"Adventures of Pinocchio, The (1996)",5.2
1060,1061,"Evening Star, The (1996)",5.9
1061,1062,Four Days in September (1997),7.4
1062,1063,"Little Princess, A (1995)",7.7
1063,1064,Crossfire (1947),7.3
1064,1065,Koyaanisqatsi (1983),8.3
1065,1066,Balto (1995),7.1
1066,1067,Bottle Rocket (1996),7
1067,1068,"Star Maker, The (Uomo delle stelle, L') (1995)",7.4
1068,1069,Amateur (1994),6.9
1069,1070,Living in Oblivion (1995),7.5
1070,1071,Party Girl (1995),6.5
1071,1072,"Pyromaniac's Love Story, A (1995)",5.3
1072,1073,Shallow Grave (1994),7.3
1073,1074,Reality Bites (1994),6.6
1074,1075,"Man of No Importance, A (1994)",6.7
1075,1076,"Pagemaster, The (1994)",6.1
1076,1077,Love and a .45 (1994),6
1077,1078,Oliver & Company (1988),6.7
1078,1079,Joe's Apartment (1996),5.5
1079,1080,Celestial Clockwork (1994),7.6
1080,1081,Curdled (1996),5.9
1081,1082,Female Perversions (1996),5.4
1082,1083,Albino Alligator (1996),6.1
1083,1084,Anne Frank Remembered (1995),8.1
1084,1085,Carried Away (1996),6.3
1085,1086,It's My Party (1995),7.4
1086,1087,Bloodsport 2 (1995),4.8
1087,1088,Double Team (1997),4.8
1088,1089,Speed 2: Cruise Control (1997),3.9
1089,1090,Sliver (1993),5.1
1090,1091,Pete's Dragon (1977),6.4
1091,1092,Dear God (1996),5.5
1092,1093,Live Nude Girls (1995),5.2
1093,1094,"Thin Line Between Love and Hate, A (1996)",5.7
1094,1095,High School High (1996),5.5
1095,1096,Commandments (1997),5.6
1096,1097,"Hate (Haine, La) (1995)",8.1
1097,1098,Flirting With Disaster (1996),6.7
1098,1099,"Red Firecracker, Green Firecracker (1994)",6.9
1099,1100,What Happened Was... (1994),7.2
1100,1101,Six Degrees of Separation (1993),6.8
1101,1102,Two Much (1996),5.3
1102,1103,Trust (1990),7.4
1103,1104,C'est arrivé près de chez vous (1992),7.5
1104,1105,Firestorm (1998),4.8
1105,1106,"Newton Boys, The (1998)",6.1
1106,1107,Beyond Rangoon (1995),6.6
1107,1108,Feast of July (1995),6.2
1108,1109,Death and the Maiden (1994),7.3
1109,1110,Tank Girl (1995),5.4
1110,1111,Double Happiness (1994),7
1111,1112,Cobb (1994),6.4
1112,1113,Mrs. Parker and the Vicious Circle (1994),6.4
1113,1114,Faithful (1996),5.8
1114,1115,Twelfth Night (1996),7.2
1115,1116,"Mark of Zorro, The (1940)",7.6
1116,1117,Surviving Picasso (1996),6.4
1117,1118,Up in Smoke (1978),6.9
1118,1119,Some Kind of Wonderful (1987),7.1
1119,1120,I'm Not Rappaport (1996),6.5
1120,1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",7.8
1121,1122,They Made Me a Criminal (1939),6.9
1122,1123,"Last Time I Saw Paris, The (1954)",6.2
1123,1124,"Farewell to Arms, A (1932)",6.5
1124,1125,"Innocents, The (1961)",7.8
1125,1126,"Old Man and the Sea, The (1958)",8.3
1126,1127,"Truman Show, The (1998)",8.1
1127,1128,Heidi Fleiss: Hollywood Madam (1995),6.5
1128,1129,Chungking Express (1994),8.1
1129,1130,Jupiter's Wife (1994),7.1
1130,1131,Safe (1995),7.2
1131,1132,Feeling Minnesota (1996),5.4
1132,1133,Escape to Witch Mountain (1975),6.4
1133,1134,Get on the Bus (1996),6.8
1134,1135,"Doors, The (1991)",7.2
1135,1136,Ghosts of Mississippi (1996),6.7
1136,1137,Beautiful Thing (1996),7.6
1137,1138,Best Men (1997),5.6
1138,1139,Hackers (1995),6.2
1139,1140,"Road to Wellville, The (1994)",5.9
1140,1141,"War Room, The (1993)",7.4
1141,1142,When We Were Kings (1996),8
1142,1143,Hard Eight (1996),7.2
1143,1144,"Quiet Room, The (1996)",6.8
1144,1145,Blue Chips (1994),6.2
1145,1146,Calendar Girl (1993),5.1
1146,1147,My Family (1995),7.3
1147,1148,Tom & Viv (1994),6.3
1148,1149,Walkabout (1971),7.6
1149,1150,Last Dance (1996),5.7
1150,1151,Original Gangstas (1996),5.7
1151,1152,In Love and War (1996),6
1152,1153,Backbeat (1993),6.6
1153,1154,Alphaville (1965),7.1
1154,1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",7.3
1155,1156,Cyclo (1995),7.3
1156,1157,"Relic, The (1997)",5.8
1157,1158,"Fille seule, La (A Single Girl) (1995)",6.9
1158,1159,Stalker (1979),8.1
1159,1160,Love! Valour! Compassion! (1997),7
1160,1161,Palookaville (1996),6.5
1161,1162,Phat Beach (1996),4
1162,1163,"Portrait of a Lady, The (1996)",6.2
1163,1164,Zeus and Roxanne (1997),5.3
1164,1165,Big Bully (1996),4.8
1165,1166,Love & Human Remains (1993),6.7
1166,1167,"Sum of Us, The (1994)",7.3
1167,1168,Little Buddha (1993),6.1
1168,1169,Fresh (1994),7.6
1169,1170,Spanking the Monkey (1994),6.3
1170,1171,Wild Reeds (1994),7.4
1171,1172,"Women, The (1939)",7.7
1172,1173,Bliss (1997),6
1173,1174,Caught (1996),6.6
1174,1175,Hugo Pool (1997),5.1
1175,1176,Welcome To Sarajevo (1997),6.8
1176,1177,Dunston Checks In (1996),5.4
1177,1178,Major Payne (1994),6.2
1178,1179,Man of the House (1995),5.2
1179,1180,I Love Trouble (1994),5.3
1180,1181,"Low Down Dirty Shame, A (1994)",6
1181,1182,Cops and Robbersons (1994),5.2
1182,1183,"Cowboy Way, The (1994)",5.9
1183,1184,"Endless Summer 2, The (1994)",7.5
1184,1185,In the Army Now (1994),5
1185,1186,"Inkwell, The (1994)",6.4
1186,1187,Switchblade Sisters (1975),6.6
1187,1188,Young Guns II (1990),6.5
1188,1189,Prefontaine (1997),6.8
1189,1190,That Old Feeling (1997),6.2
1190,1191,"Letter From Death Row, A (1998)",3.8
1191,1192,"Boys of St. Vincent, The (1993)",7.6
1192,1193,Before the Rain (Pred dozhdot) (1994),8
1193,1194,Once Were Warriors (1994),7.9
1194,1195,Strawberry and Chocolate (Fresa y chocolate) (1993),7.4
1195,1196,"Savage Nights (Nuits fauves, Les) (1992)",7
1196,1197,"Family Thing, A (1996)",7
1197,1198,Purple Noon (1960),7.8
1198,1199,Cemetery Man (Dellamorte Dellamore) (1994),7.1
1199,1200,Kim (1950),6.6
1200,1201,Marlene Dietrich: Shadow and Light (1996),7.1
1201,1202,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",6.5
1202,1203,Top Hat (1935),7.8
1203,1204,To Be or Not to Be (1942),8.2
1204,1205,"Secret Agent, The (1996)",5.6
1205,1206,Amos & Andrew (1993),5.7
1206,1207,Jade (1995),5.3
1207,1208,Kiss of Death (1995),5.9
1208,1209,Mixed Nuts (1994),5.4
1209,1210,Virtuosity (1995),5.6
1210,1211,Blue Sky (1994),6.4
1211,1212,Flesh and Bone (1993),6.2
1212,1213,Guilty as Sin (1993),5.6
1213,1214,In the Realm of the Senses (Ai no corrida) (1976),6.6
1214,1215,Barb Wire (1996),3.4
1215,1216,Kissed (1996),6.4
1216,1217,Assassins (1995),6.3
1217,1218,Friday (1995),7.3
1218,1219,"Goofy Movie, A (1995)",6.9
1219,1220,Higher Learning (1995),6.5
1220,1221,When a Man Loves a Woman (1994),6.6
1221,1222,Judgment Night (1993),6.6
1222,1223,King of the Hill (1993),7.4
1223,1224,"Scout, The (1994)",5.4
1224,1225,Angus (1995),6.7
1225,1226,Night Falls on Manhattan (1997),6.6
1226,1227,"Awfully Big Adventure, An (1995)",5.9
1227,1228,Under Siege 2: Dark Territory (1995),5.5
1228,1229,Poison Ivy II (1995),4.5
1229,1230,Ready to Wear (Pret-A-Porter) (1994),5.2
1230,1231,Marked for Death (1990),6
1231,1232,Madonna: Truth or Dare (1991),6.4
1232,1233,Nénette et Boni (1996),6.9
1233,1234,Chairman of the Board (1998),2.3
1234,1235,"Big Bang Theory, The (1994)",
1235,1236,"Other Voices, Other Rooms (1997)",6.1
1236,1237,Twisted (1996),4.8
1237,1238,Full Speed (1996),6.2
1238,1239,Cutthroat Island (1995),5.7
1239,1240,Ghost in the Shell (Kokaku kidotai) (1995),8
1240,1241,"Van, The (1996)",7
1241,1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",5.9
1242,1243,Night Flier (1997),6
1243,1244,Metro (1997),5.5
1244,1245,Gridlock'd (1997),6.9
1245,1246,Bushwhacked (1995),5.6
1246,1247,Bad Girls (1994),5.2
1247,1248,Blink (1994),6.2
1248,1249,For Love or Money (1993),6.2
1249,1250,Best of the Best 3: No Turning Back (1995),4.8
1250,1251,A Chef in Love (1996),6.5
1251,1252,"Contempt (Mépris, Le) (1963)",7.6
1252,1253,"Tie That Binds, The (1995)",5
1253,1254,Gone Fishin' (1997),4.8
1254,1255,Broken English (1996),6.4
1255,1256,"Designated Mourner, The (1997)",6.1
1256,1257,"Designated Mourner, The (1997)",6.1
1257,1258,Trial and Error (1997),5.8
1258,1259,Pie in the Sky (1995),5.8
1259,1260,Total Eclipse (1995),6.5
1260,1261,"Run of the Country, The (1995)",6.2
1261,1262,Walking and Talking (1996),6.7
1262,1263,Foxfire (1996),6.2
1263,1264,Nothing to Lose (1994),5.8
1264,1265,Star Maps (1997),5.7
1265,1266,Bread and Chocolate (Pane e cioccolata) (1973),7.5
1266,1267,Clockers (1995),6.9
1267,1268,Bitter Moon (1992),7.2
1268,1269,Love in the Afternoon (1957),7.2
1269,1270,Life with Mikey (1993),5.6
1270,1271,North (1994),4.5
1271,1272,Talking About Sex (1994),6.1
1272,1273,Color of Night (1994),5.2
1273,1274,Robocop 3 (1993),4.1
1274,1275,Killer (Bulletproof Heart) (1994),6
1275,1276,Sunset Park (1996),6
1276,1277,Set It Off (1996),6.9
1277,1278,Selena (1997),6.8
1278,1279,Wild America (1997),6.4
1279,1280,Gang Related (1997),6.5
1280,1281,Manny & Lo (1996),6.6
1281,1282,"Grass Harp, The (1995)",7.7
1282,1283,Out to Sea (1997),6.1
1283,1284,Before and After (1996),6.1
1284,1285,Princess Caraboo (1994),6
1285,1286,Shall We Dance? (1937),6.1
1286,1287,Ed (1996),2.7
1287,1288,Denise Calls Up (1995),6.6
1288,1289,Jack and Sarah (1995),6.7
1289,1290,Country Life (1994),6.7
1290,1291,Celtic Pride (1996),5.3
1291,1292,"Simple Wish, A (1997)",5.4
1292,1293,Star Kid (1997),5.3
1293,1294,Ayn Rand: A Sense of Life (1997),6.5
1294,1295,Kicked in the Head (1997),4.5
1295,1296,Indian Summer (1996),6.6
1296,1297,Love Affair (1994),6
1297,1298,"Band Wagon, The (1953)",7.5
1298,1299,Penny Serenade (1941),7.1
1299,1300,Til There Was You (1997),4.8
1300,1301,Stripes (1981),6.9
1301,1302,Late Bloomers (1996),5.8
1302,1303,"Getaway, The (1994)",5.8
1303,1304,New York Cop (1996),4.1
1304,1305,National Lampoon's Senior Trip (1995),5.7
1305,1306,Delta of Venus (1994),4.8
1306,1307,Carmen Miranda: Bananas Is My Business (1994),7.7
1307,1308,Babyfever (1994),5.6
1308,1309,"Very Natural Thing, A (1974)",6.7
1309,1310,"Walk in the Sun, A (1945)",7
1310,1311,Waiting to Exhale (1995),6
1311,1312,"Pompatus of Love, The (1996)",5.2
1312,1313,Palmetto (1998),6.1
1313,1314,Surviving the Game (1994),6.2
1314,1315,Inventing the Abbotts (1997),6.4
1315,1316,"Horse Whisperer, The (1998)",7.8
1316,1317,"Journey of August King, The (1995)",6.5
1317,1318,Catwalk (1995),6.9
1318,1319,"Neon Bible, The (1995)",6.2
1319,1320,Homage (1995),5.7
1320,1321,Open Season (1996),5.2
1321,1322,Metisse (Café au Lait) (1993),6.1
1322,1323,"Wooden Man's Bride, The (Wu Kui) (1994)",6.9
1323,1324,Loaded (1994),4.6
1324,1325,August (1996),5.9
1325,1326,Boys (1996),5
1326,1327,Captives (1994),6.3
1327,1328,Of Love and Shadows (1994),5.1
1328,1329,"Low Life, The (1994)",5.9
1329,1330,An Unforgettable Summer (1994),7.3
1330,1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",
1331,1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),7
1332,1333,Midnight Dancers (Sibak) (1994),5.6
1333,1334,Somebody to Love (1994),5.4
1334,1335,American Buffalo (1996),5.8
1335,1336,Kazaam (1996),3
